Term,IDF
соц,2.0
соцзащита,2.0
социала,1.221849
социализм,1.39794
социалист,1.221849
социалистич,2.0
социалистический,0.552842
социально,0.853872
социальный,0.431798
социолог,1.69897
социология,1.69897
соцопрос,1.522879
соцсеть,1.522879
соч,1.522879
сочетание,1.0
сочетать,1.30103
сочетаться,2.0
сочи,1.39794
сочинение,1.045757
сочица,2.0
сочленить,2.0
сочувствие,1.39794
сочувствовать,1.69897
союз,0.29243
союзник,0.958607
союзнический,1.69897
союзный,0.958607
соя,1.30103
спа,1.69897
спаг,1.69897
спад,1.39794
спальная,2.0
спам,1.0
спамерский,2.0
спано,2.0
спарапет,2.0
спариваться,2.0
спартакист,2.0
спас,1.69897
спасалки,2.0
спасательный,1.39794
спасать,1.154902
спасаться,1.39794
спасение,1.221849
спасибо,1.69897
спаситель,1.69897
спасо,2.0
спасойя,2.0
спасти,1.09691
спастись,1.522879
спасть,1.69897
спаткай,2.0
спать,1.522879
спб,0.552842
спг,2.0
спейс,1.69897
спейсек,2.0
спектакль,1.69897
спектив,2.0
спектор,1.69897
спектр,1.154902
спектроскопия,1.69897
спекуляция,1.522879
спелеология,2.0
спелман,2.0
спенсер,1.69897
сперанский,1.69897
сперва,1.522879
сперма,2.0
сперматозоид,1.69897
спеть,2.0
спец,1.69897
спецавиотряд,2.0
спецгруппа,2.0
специализация,2.0
специализированный,1.39794
специализировать,1.0
специализироваться,1.522879
специалист,0.69897
специально,0.958607
специальность,1.30103
специальный,0.366532
специаля,2.0
специфика,1.522879
спецификация,1.221849
специфицировать,2.0
специфический,1.154902
специфичний,2.0
специфичный,1.69897
специя,1.69897
спецоперация,2.0
спецподразделение,1.522879
спецпоставка,2.0
спецпредставитель,2.0
спецпроект,2.0
спецслужба,1.30103
спешить,2.0
спешлый,2.0
спешнева,2.0
спешно,2.0
спешный,1.69897
спикер,1.221849
спилия,2.0
спина,1.69897
спинеллис,2.0
спиннер,2.0
спиннербейт,2.0
спиннинг,2.0
спираль,2.0
спиральный,2.0
спиридон,2.0
спиридонов,1.69897
спирит,2.0
спирт,2.0
спиртной,2.0
спиртовой,2.0
списака,2.0
спискивикипедия,1.045757
спискистатья,1.39794
списковый,2.0
список,0.30103
списочный,1.69897
спитхедский,2.0
спичка,1.69897
сплав,1.522879
сплатить,2.0
сплачивать,2.0
сплотить,2.0
сплотиться,2.0
сплошной,1.69897
сплошь,2.0
спм,2.0
спо,2.0
сподвижник,1.69897
спокойно,2.0
спокойный,1.69897
спокойствие,1.522879
спокон,2.0
сползание,1.69897
сполученний,2.0
спонсировать,1.69897
спонсор,1.69897
спонсорский,2.0
спонтанный,1.69897
спор,0.920819
спорный,1.0
спорофит,2.0
спорт,0.508638
спортбета,2.0
спортивнимый,2.0
спортивный,0.769551
спортлото,2.0
спортмастер,2.0
спортриа,1.69897
спортсмен,0.958607
способ,0.60206
способность,0.958607
способный,0.769551
способствовать,0.823909
спр,2.0
справа,1.221849
справедливо,1.69897
справедливость,1.154902
справедливый,1.154902
справиться,1.522879
справка,0.920819
справляться,2.0
справочник,1.045757
справочный,1.221849
спрашивать,1.522879
спречимый,2.0
спречить,2.0
спринг,2.0
спрингс,1.69897
спровоцировать,1.045757
спрогнозировать,2.0
спроектировать,2.0
спрос,1.69897
спросить,1.30103
спрятать,1.522879
спрятаться,2.0
спуск,1.30103
спускать,1.522879
спускаться,1.522879
спустить,1.30103
спуститься,2.0
спустя,0.677781
спутник,1.154902
спутниковый,1.69897
спын,2.0
срабатывать,2.0
срабионов,2.0
сработать,1.39794
сравнение,0.619789
сравнивать,1.221849
сравниваться,1.39794
сравнимый,2.0
сравнительно,1.30103
сравнительный,1.69897
сравнить,1.69897
сражаться,1.0
сражение,0.69897
сразу,0.744727
србац,1.69897
сребреник,1.69897
сребреница,1.69897
среда,0.508638
среди,0.356547
средиземноморский,1.30103
средиземноморско,1.69897
средиземноморье,1.30103
средиземный,1.39794
средина,2.0
средне,2.0
среднеазиатский,1.522879
среднеболгарский,2.0
среднебоснийский,1.69897
средневековый,1.0
средневековье,1.045757
среднегерманский,2.0
среднегодовой,1.30103
среднее,0.69897
среднеиранский,2.0
среднеколымск,2.0
среднемесячный,2.0
среднемировой,2.0
среднеперсидский,2.0
среднесрочный,2.0
средниевек,2.0
средний,0.366532
средоточие,2.0
средство,0.408935
срез,2.0
срезать,2.0
срем,1.522879
срок,0.522879
срочно,1.522879
срочный,1.30103
срп,1.522879
српск,1.69897
српска,1.69897
српскабосна,1.69897
српскао,1.69897
српски,1.522879
срс,2.0
сръбският,2.0
срыв,2.0
срывать,1.69897
срываться,2.0
срю,2.0
ссагпз,2.0
ссирый,2.0
сср,0.79588
ссс,1.69897
ссср,0.431798
сссрмедик,2.0
ссуда,2.0
ссылаться,0.823909
ссылка,0.022276
ссылкамивикипедия,1.045757
ссылкамипро,1.69897
ссылкамистатья,1.69897
ссылкамистраница,1.69897
ссылкасведение,0.040959
ссылкидоставка,2.0
ссылкизаменаиза,2.0
ссылкиредактор,2.0
ссылкойвикипедия,1.522879
ссылочный,1.522879
ссыльный,2.0
ст,2.0
стабилизатор,2.0
стабилизационный,2.0
стабилизация,1.39794
стабилизировать,2.0
стабильность,1.30103
стабильный,0.60206
ставерна,2.0
ставить,0.958607
ставиться,1.522879
ставка,1.69897
ставленник,2.0
ставрович,1.69897
ставропольский,1.69897
стагнация,1.39794
стадион,1.154902
стадия,1.30103
стайгера,2.0
стайный,2.0
стакизм,2.0
сталелитейный,2.0
сталин,1.69897
сталкиваться,1.154902
сталман,2.0
стално,2.0
сталь,1.39794
стальной,1.522879
стамболич,2.0
стамбул,1.0
стамбулевойный,1.69897
стамбульский,2.0
стаменкович,2.0
стамп,2.0
стан,2.0
станари,1.69897
стандард,2.0
стандарт,0.886057
стандартизация,1.30103
стандартизировать,1.30103
стандартизовать,1.522879
стандартный,0.886057
станислав,1.0
станиславович,1.69897
станица,1.69897
станкостроительный,2.0
становиться,0.619789
становка,2.0
становление,2.0
становништво,1.69897
становой,1.69897
становый,1.69897
станок,1.221849
станция,0.853872
стараться,1.154902
старевич,2.0
старейшина,2.0
старик,1.69897
старина,1.522879
старинный,1.30103
старкуэззер,2.0
стармера,2.0
старовизантийский,2.0
старовойт,2.0
старое,1.045757
старожуков,2.0
старокатолик,2.0
старонормандский,2.0
старорумынский,2.0
старость,2.0
старра,2.0
старт,1.045757
стартап,2.0
стартапер,2.0
стартапный,2.0
стартовать,1.154902
стартовый,1.09691
стартрек,1.69897
старунский,2.0
старуха,2.0
старческий,2.0
старшекурсник,2.0
старший,0.744727
старшинство,2.0
старый,0.356547
старь,1.522879
стас,2.0
статейвикипедия,2.0
статиски,1.69897
статистика,0.026872
статистический,1.045757
статистичка,1.69897
статически,2.0
статический,1.221849
статичный,1.30103
статс,1.221849
статский,2.0
статус,0.49485
статуя,1.30103
стать,0.070581
статьевикипедия,1.522879
статьестатья,0.958607
статьивикипедия,1.522879
статьислучайный,0.031517
статьисодержание,1.69897
статьистатья,1.522879
статья,0.055517
статьяобсуждение,0.05061
статьятекущий,0.031517
стаффельдт,2.0
стаффорд,1.69897
стацевич,1.69897
стачка,2.0
стая,2.0
стб,1.522879
ств,2.0
ствар,2.0
стварао,2.0
стварний,2.0
ство,2.0
стволовой,1.69897
ствольный,1.69897
ствуют,2.0
стеарин,2.0
стебель,1.69897
стевандич,1.69897
стеванович,2.0
стевено,1.69897
стейл,2.0
стейнбергер,2.0
стейся,1.522879
стейт,2.0
стек,1.30103
стекать,2.0
стекаться,2.0
стекло,1.69897
стековый,2.0
стекольный,2.0
стекольщик,1.69897
стела,2.0
стемматография,2.0
стена,0.744727
стенд,2.0
стендфордский,2.0
стенка,1.69897
стенмера,2.0
стенограмма,1.30103
стенографический,1.69897
стенфордский,2.0
стеньга,1.69897
степан,1.522879
степаненко,1.69897
степанков,1.69897
степанов,1.69897
степанович,1.522879
степанька,2.0
степеникавалер,2.0
степень,0.60206
степной,2.0
степняк,2.0
степфордский,2.0
степченко,1.69897
степь,1.30103
стерва,2.0
стервятник,2.0
стерджес,2.0
стереотип,1.522879
стереотипный,2.0
стержень,1.69897
стержневой,1.69897
стерлинг,1.221849
стеснительный,1.69897
стеснять,2.0
стефан,1.221849
стефано,1.69897
стефанович,2.0
стефанский,2.0
стеффенс,2.0
стечь,1.522879
сти,2.0
стиан,2.0
стив,1.30103
стивен,1.154902
стивенсон,2.0
стивидорс,2.0
стикина,1.69897
стилевой,1.522879
стилизовать,1.39794
стилистика,1.522879
стилистически,1.221849
стилистический,1.154902
стиллер,1.69897
стиллуотереть,2.0
стиль,0.522879
стимбой,2.0
стимпанк,2.0
стимул,1.30103
стимулировать,1.69897
стина,1.69897
стинберджена,2.0
стингер,1.69897
стипендиальный,2.0
стипендия,2.0
стиральный,2.0
стирлинг,1.69897
стиронит,2.0
ститта,2.0
стить,1.39794
стих,1.09691
стихийный,1.09691
стихосложение,2.0
стихотворение,1.69897
стный,2.0
сто,0.958607
стоимостный,2.0
стоимость,0.958607
стоить,0.619789
стоич,2.0
стоически,2.0
стойка,1.39794
стойкий,1.69897
стойко,1.522879
стойкость,1.522879
сток,2.0
стокбридж,1.69897
стокгольм,1.154902
стокгольмский,2.0
стоклишек,2.0
стокпорт,2.0
стол,1.09691
столац,1.522879
столаца,2.0
столачский,2.0
столбец,2.0
столбцы,2.0
столетие,0.69897
столетний,1.69897
столик,1.69897
столица,0.443697
столицанейпьидобирма,2.0
столицапро,2.0
столичный,1.09691
столкновение,0.69897
столкнуться,1.0
столлман,2.0
столлмана,2.0
столп,1.522879
столыпин,2.0
столь,0.920819
столько,1.30103
столяров,2.0
стоматологический,2.0
стонтон,2.0
стоп,2.0
сторк,1.69897
сторож,2.0
сторожевой,2.0
сторожевый,1.69897
сторожить,2.0
сторона,0.346787
сторонний,1.045757
сторонник,0.537602
сторонница,2.0
стосовный,2.0
стоун,2.0
стоуэлла,1.69897
стофф,2.0
стоффгрегори,2.0
стоффтом,2.0
стоха,2.0
сточный,2.0
стоя,2.0
стояние,1.39794
стоянка,1.30103
стоянович,2.0
стоятельный,2.0
стоять,0.886057
стоящий,1.154902
стр,0.958607
страбон,2.0
стравструп,2.0
страдание,1.154902
страдательный,2.0
страдать,1.154902
стража,1.154902
стражица,1.69897
страйд,1.69897
страна,0.113509
странамостан,2.0
странамфлаг,1.69897
страница,0.013228
страницам,2.0
страницеполучить,1.154902
страницецитировать,0.065502
страницукратка,2.0
страницуполучить,0.065502
страницыверсия,2.0
страницыпостоять,0.045757
страницысведение,1.69897
страницысправка,0.031517
странно,2.0
странный,1.154902
странствие,1.39794
странствовать,2.0
странысюжет,2.0
страсбург,1.69897
страстный,1.69897
стратегически,1.39794
стратегический,0.769551
стратегия,0.823909
стратклайд,2.0
стратфорд,1.69897
страусообразный,2.0
страуструп,1.522879
страх,1.09691
страхование,1.69897
страховать,2.0
страховка,1.522879
страховой,1.39794
страховочный,2.0
страховщик,2.0
страшила,1.69897
страшный,1.39794
стрег,2.0
стрейзанда,2.0
стрейс,1.69897
стрейтс,1.69897
стрела,1.522879
стрелец,2.0
стрелецкий,1.39794
стрелка,1.30103
стрелковый,1.522879
стрелок,1.522879
стрелочный,1.522879
стрельба,1.154902
стрельников,2.0
стрелять,1.69897
стремительно,1.09691
стремительный,1.522879
стремиться,0.853872
стремление,0.958607
стремоусов,2.0
стресс,1.69897
стретч,2.0
стрингер,2.0
стринговня,2.0
стрип,2.0
стро,1.69897
стров,2.0
строгий,0.823909
строго,1.0
строев,1.69897
строевой,1.39794
строение,0.958607
строжа,2.0
строитель,1.522879
строительный,1.30103
строительство,0.49485
строить,0.920819
строиться,0.853872
строй,0.69897
стройка,2.0
стройматериал,2.0
стройность,1.69897
строка,0.886057
строковый,1.30103
стромынский,1.69897
стронг,2.0
строчный,2.0
струг,2.0
структура,0.522879
структурирование,1.522879
структурированность,2.0
структурировать,2.0
структурно,2.0
структурный,1.30103
струкция,2.0
струна,2.0
стручок,2.0
струя,1.69897
стрюйс,1.69897
стрёйс,1.69897
сту,1.69897
стугня,2.0
студент,0.823909
студенческий,0.958607
студенчество,2.0
студийный,1.69897
студия,1.154902
ступа,2.0
ступенить,2.0
ступень,1.69897
ступить,1.522879
ступка,1.39794
стурдз,2.0
стурскуга,2.0
стык,1.69897
стыковочный,2.0
стычка,2.0
сть,2.0
стэйт,1.69897
стэк,1.69897
стэмп,2.0
стэндап,1.69897
стэнли,1.154902
стэнфорд,2.0
стэнфордский,1.69897
стэнхоуп,2.0
стэффорд,1.69897
стюард,2.0
стюарт,1.522879
стяг,1.69897
стянуть,2.0
стёрджена,2.0
стёртый,2.0
суареш,1.69897
суб,2.0
субальпийский,1.69897
субаренда,2.0
суббота,1.221849
субвенция,2.0
субд,1.39794
субподрядчик,2.0
субри,1.69897
субсидия,2.0
субстрат,2.0
субтропический,2.0
субъект,0.886057
субъективный,1.69897
субъектность,2.0
субэтнос,2.0
суверенитет,0.79588
суверенный,1.30103
сувишний,2.0
суворов,2.0
суг,2.0
сугубо,1.522879
суд,0.408935
судан,0.886057
сударство,2.0
судебный,0.657577
судех,2.0
судить,1.221849
судно,0.744727
судноплавство,2.0
судный,0.920819
судоверфь,2.0
судовладелец,2.0
судовой,1.39794
судопроизводство,1.522879
судоремонт,2.0
судоремонтный,2.0
судостроение,1.30103
судостроительный,1.69897
судоходный,1.522879
судоходство,1.69897
судьба,0.958607
судья,0.823909
суета,2.0
суетиться,2.0
сужаться,2.0
суждение,2.0
суждено,2.0
суз,2.0
суза,2.0
суздальский,1.69897
сузить,1.522879
суинтон,2.0
суицид,1.522879
суицидальный,2.0
суйсэя,2.0
сукарно,1.69897
сукий,2.0
суккот,2.0
сукре,2.0
сула,2.0
суламифь,2.0
сулгать,2.0
сулейман,1.30103
сулейманя,2.0
сулейменов,2.0
сулин,1.69897
султан,0.920819
султанабад,2.0
султанат,1.221849
султанский,1.69897
султаня,2.0
сульберг,2.0
сума,2.0
сумасшедший,2.0
суматра,2.0
сумерки,2.0
суметь,1.39794
сумка,1.69897
сумма,0.853872
суммарно,2.0
суммарный,1.69897
суммировать,2.0
суммироваться,2.0
сумо,2.0
сумский,1.522879
сун,1.39794
суна,2.0
сунак,1.522879
сунгоркин,2.0
сундук,2.0
сунна,2.0
суннизм,2.0
суннит,1.69897
суннитский,1.30103
сунуть,2.0
сунья,2.0
суон,1.69897
суп,1.69897
супер,1.522879
суперкласс,2.0
супермодель,1.30103
суперъяхта,2.0
суперяхта,1.69897
супонинавиталия,1.69897
супрематизм,2.0
супротный,2.0
супруг,0.958607
супружеский,2.0
супряга,2.0
сура,2.0
сури,2.0
суриков,2.0
суринам,1.522879
суровый,1.69897
сурок,2.0
суррей,2.0
суррогатный,1.69897
сус,2.0
сусенгерд,2.0
суслов,2.0
суссекс,2.0
сустав,2.0
сутки,0.823909
сутормина,2.0
суточный,2.0
суть,0.920819
сутьеска,1.69897
сутяжник,2.0
суу,2.0
суфизм,1.69897
суфий,1.69897
суфийский,1.69897
суффикс,2.0
суффть,1.69897
суфь,2.0
суфьянидский,2.0
суханов,2.0
сухарев,1.69897
сухаревский,2.0
сухарто,1.69897
сухой,1.30103
сухопутный,0.886057
сухума,1.39794
суца,2.0
суцидава,2.0
сучевич,2.0
суша,1.39794
сушенцов,2.0
сушить,1.39794
суштиня,2.0
существенно,1.09691
существенный,0.823909
существительное,2.0
существо,1.522879
существование,0.60206
существовать,0.259637
существукт,2.0
существующий,0.638272
сущностный,2.0
сущность,0.958607
суэк,2.0
суэлла,2.0
суэнк,2.0
суэцкий,2.0
сфальсифицировать,2.0
сфера,0.537602
сфио,2.0
сфокусироваться,2.0
сфора,1.69897
сформирование,2.0
сформировать,0.638272
сформироваться,1.154902
сформулировать,1.09691
сфрагистика,1.69897
сфря,1.39794
схвалить,2.0
схватка,1.522879
схема,0.958607
схематический,1.69897
схематичный,1.69897
схизма,2.0
сход,1.69897
сходиться,1.522879
сходный,1.522879
сходство,1.522879
сходу,2.0
схожий,1.045757
схолария,2.0
сцена,1.09691
сценарий,1.221849
сценарист,0.853872
сценаристка,2.0
сценка,2.0
сцепление,2.0
сцнт,2.0
счастие,1.154902
счастливец,2.0
счастливый,1.30103
счесть,1.09691
счисление,1.30103
считать,0.420216
считаться,0.387216
счёт,0.49485
счётный,1.522879
счётчик,2.0
сша,0.251812
сшавыпускник,2.0
сшаиносмипраймр,1.69897
сшаинтернет,2.0
сшакомпания,2.0
сшалауреат,2.0
сшанаучно,2.0
сшаприключенческий,2.0
сшасайт,2.0
сшаскрытый,1.69897
сшасменить,1.69897
сшасша,2.0
сшауниверситет,2.0
сшафильм,2.0
сшачлен,2.0
сшаштат,2.0
сшить,1.522879
съезд,0.79588
съехаться,2.0
съёживание,2.0
съём,2.0
съёмка,1.30103
съёмный,2.0
съёмочный,2.0
сыграть,0.79588
сыктывкар,1.69897
сыктывкарский,2.0
сын,0.585027
сыр,2.0
сырец,2.0
сырой,1.69897
сырость,2.0
сырцовый,2.0
сырьевой,2.0
сырьё,1.69897
сытина,0.958607
сытникнуть,1.69897
сыч,2.0
сыщик,2.0
сьерра,1.522879
сьюзан,1.39794
сьюзен,1.69897
сьюзи,2.0
сэитаро,2.0
сэй,2.0
сэйбрук,1.69897
сэйнэн,2.0
сэйти,1.69897
сэйя,1.522879
сэкономить,1.69897
сэм,1.69897
сэмпай,2.0
сэмюэла,1.522879
сэндать,2.0
сэндберг,1.522879
сэндис,2.0
сэндиса,2.0
сэндфорд,1.69897
сэнсэя,2.0
сэнтая,2.0
сэо,2.0
сэр,1.69897
сюда,0.823909
сюдасвязанный,0.031517
сюжет,1.0
сюжетный,1.69897
сюзанна,1.69897
сюзанне,2.0
сюзеренитет,1.522879
сюмбол,2.0
сюмболум,2.0
сюра,2.0
сюрприз,2.0
сюрреализм,1.522879
сюртук,2.0
сюхаря,2.0
сянган,2.0
сяопин,1.39794
сяч,1.69897
сячать,1.154902
сёвый,1.522879
сёга,2.0
сёгть,2.0
сёдзь,2.0
сёдзё,2.0
сёлист,2.0
сёмный,2.0
сён,2.0
сёнэн,2.0
сёрен,2.0
сёренсный,2.0
сётакон,2.0
табак,1.39794
табакокурение,1.69897
табан,2.0
табари,2.0
табарик,2.0
табаристан,2.0
табатабай,1.69897
табачник,2.0
табачный,1.69897
табидзе,2.0
табия,2.0
табла,1.69897
таблаотпреметь,2.0
таблица,0.638272
таблицыскрыть,2.0
табличка,1.69897
табличный,1.522879
таблоид,1.69897
табриз,2.0
табуированность,2.0
табулатор,2.0
табуляция,2.0
тавар,2.0
тавие,2.0
тавр,2.0
таврид,1.69897
таврик,1.522879
таврина,2.0
таврический,1.522879
тавро,2.0
тавровый,2.0
тавроменийский,1.69897
таг,2.0
тагавор,2.0
таганрог,1.39794
таганрогский,1.69897
таганский,2.0
тада,2.0
тадеуш,2.0
таджик,1.69897
таджикистан,0.823909
таджикский,1.154902
таджриша,2.0
тадзири,1.69897
тадич,2.0
тазийя,2.0
таиланд,1.0
таинственный,2.0
таити,1.69897
таить,2.0
таиф,1.39794
таиша,2.0
тайбэя,1.522879
тайвань,1.0
тайваньский,1.30103
тайдзина,2.0
тайип,2.0
тайленг,1.69897
тайлера,1.522879
тайм,1.69897
таймс,1.69897
тайна,0.920819
тайно,1.69897
тайный,1.0
тайпин,1.522879
тайсаева,2.0
тайский,1.69897
тайсон,1.69897
тайсё,1.522879
так,0.468521
такааки,1.69897
такад,2.0
такама,2.0
такан,2.0
таканский,2.0
такбалуклав,2.0
таква,2.0
таквих,2.0
также,0.022276
такжекатегория,2.0
таки,1.09691
такиюддин,2.0
таклида,2.0
тако,2.0
таков,1.39794
таковой,1.09691
такожа,2.0
такой,0.19382
такси,1.522879
таксист,1.69897
таксон,1.522879
таксономия,1.69897
тактика,1.045757
тактический,1.39794
тактовый,2.0
такэда,2.0
такэутить,2.0
тала,2.0
талай,2.0
талант,1.69897
талантливый,2.0
таласский,2.0
талиб,2.0
талибан,2.0
талисман,1.39794
талич,2.0
таллин,2.0
таллинн,2.0
таллинский,2.0
талмуд,2.0
талмудический,2.0
талон,2.0
талс,2.0
талый,2.0
талыш,2.0
тальберг,1.69897
тальный,2.0
там,1.045757
тамаз,2.0
тамалеса,2.0
таманский,2.0
тамань,1.39794
тамара,1.69897
таматарх,2.0
тамблелог,2.0
тамблелоггинг,2.0
тамблер,2.0
тамбо,2.0
тамбовский,2.0
тамга,1.69897
тамерлан,2.0
тамилнад,1.69897
тамильский,1.69897
таммуза,2.0
таможенный,1.30103
таможня,1.69897
тампере,2.0
тамуза,2.0
тамъ,1.69897
тан,2.0
тана,1.69897
танака,2.0
танго,2.0
тандва,2.0
тандем,2.0
тандер,2.0
танец,1.39794
танзания,1.69897
танзимат,2.0
танибат,2.0
таний,2.0
танич,2.0
танк,1.522879
танкер,1.69897
танкерный,2.0
танкист,2.0
танковый,1.522879
тановиться,2.0
танцовщик,1.522879
танцовщица,1.221849
танцор,1.30103
таня,1.69897
тао,2.0
тапеб,2.0
тапиес,2.0
таппинг,1.69897
тара,1.69897
тарайриу,2.0
тарак,1.69897
таракан,2.0
таран,2.0
тарановый,2.0
тарас,1.69897
тараска,2.0
тарасов,1.39794
тарасовский,2.0
тарбиата,2.0
тарей,2.0
тарек,2.0
тарелка,1.69897
тарик,2.0
тариф,1.30103
таркитула,2.0
тарковский,1.69897
тарль,1.69897
тарна,2.0
тарнактриса,2.0
таро,1.69897
тарпищев,2.0
тартарий,1.69897
тарту,2.0
тартуский,2.0
тартыш,2.0
тарум,2.0
тарусскаго,1.69897
тарутинский,1.69897
тарьян,2.0
тасманийский,2.0
тасмания,1.69897
тасс,0.823909
тат,1.69897
татарбунарский,1.69897
татарик,2.0
татарин,1.09691
татаринцев,2.0
татария,2.0
татарский,1.045757
татарстан,2.0
татаупа,2.0
татищев,2.0
татищева,2.0
татнефть,1.69897
тать,2.0
татьяна,1.09691
татэмаэ,2.0
тауб,2.0
тауба,1.69897
таубер,2.0
таунсенд,1.69897
тауширо,2.0
тауэр,2.0
тауэра,1.69897
тафсирый,2.0
тафт,1.69897
тафта,1.69897
тафтс,2.0
таха,1.69897
тахмасп,2.0
тахтеть,2.0
тация,2.0
тач,2.0
тачановский,2.0
тачка,2.0
ташизм,2.0
ташкент,1.522879
ташлык,1.69897
ташрита,2.0
таять,2.0
тбилиси,1.69897
тва,1.522879
твд,2.0
твера,2.0
тверская,2.0
тверской,1.39794
тверь,2.0
твистереть,2.0
твистор,2.0
твиттер,0.853872
творение,1.39794
творец,1.69897
творить,2.0
твориться,2.0
творческий,1.221849
творчество,1.045757
твёрдо,1.69897
твёрдость,2.0
твёрдый,1.045757
теа,2.0
театр,0.537602
театральна,2.0
театральный,1.0
тебета,2.0
тебриз,1.522879
тевета,2.0
тег,0.958607
тегера,2.0
тегеран,1.221849
тегеранджелес,2.0
тегеранец,2.0
тегеранский,1.69897
тегеренц,2.0
тегорический,2.0
тед,1.69897
тедди,2.0
теджан,2.0
теджарета,1.69897
тедиашвили,2.0
тедош,2.0
тезис,1.09691
тезь,1.69897
тейл,2.0
тейлор,1.522879
тека,2.0
текина,1.69897
текинский,1.39794
текирак,2.0
текпатль,2.0
тексас,2.0
тексом,2.0
текст,0.004365
текставикипедия,1.522879
текстаудалить,2.0
текствысокий,1.69897
текстильный,1.39794
текстлинейный,2.0
текстовый,1.0
текстуальный,1.69897
текуилуитонтли,2.0
текущий,0.275724
телебашня,2.0
телеведущий,1.045757
телевидение,0.508638
телевизионный,0.886057
телевизор,1.39794
телегин,2.0
телеграмма,1.30103
телеграф,1.154902
телеграфный,1.30103
тележурналист,1.69897
телезритель,2.0
телек,1.69897
телеканал,0.886057
телекафе,2.0
телекоммуникация,1.522879
телекомпания,1.39794
телемарк,2.0
телепередача,1.69897
телепорт,2.0
телепрограмма,2.0
телепродюсер,2.0
телерадиовещание,1.522879
телесериал,1.09691
телесистема,2.0
телескоп,2.0
телескопический,2.0
телесный,1.69897
телетайп,2.0
телефон,0.769551
телефония,1.69897
телефонный,0.853872
телец,2.0
телецкий,2.0
телешоу,1.522879
телеэкран,2.0
телингана,1.69897
теллериано,2.0
тело,0.638272
телосложение,1.69897
телохранитель,1.39794
тель,1.30103
тельный,2.0
тельство,2.0
тем,0.568636
тема,0.443697
темамтематика,2.0
темановое,2.0
тематика,1.0
тематикискрыть,2.0
тематический,0.619789
темахистория,2.0
темахобщий,1.69897
темера,2.0
темник,2.0
темный,2.0
темп,1.30103
температура,1.30103
темпл,1.69897
темпнуть,2.0
темрюк,1.522879
темрюкский,1.69897
темуистория,2.0
теналь,2.0
тенг,2.0
тенденция,1.045757
тендер,1.30103
теневой,1.522879
тененбаум,2.0
тение,2.0
тенко,2.0
теннесси,1.69897
теннис,1.30103
теннисист,1.30103
теннисистка,1.69897
теннисный,2.0
тенор,2.0
теночий,2.0
теночтитлана,2.0
теночтитлать,2.0
тент,2.0
тентакли,2.0
тентердный,2.0
тентовый,2.0
тень,1.69897
тео,2.0
теодор,1.221849
теолог,1.30103
теологический,2.0
теология,1.69897
теорема,2.0
теоретик,1.154902
теоретически,1.69897
теоретический,1.221849
теория,0.60206
теософ,1.69897
теотлеко,2.0
теофиль,2.0
теочак,1.69897
тепеиуитль,2.0
теперь,1.0
теплинский,2.0
тепло,1.69897
тепловизор,2.0
тепловой,2.0
теплостойкий,2.0
теплота,2.0
теплоход,1.522879
тер,2.0
терабайт,2.0
теракт,0.853872
терапевт,2.0
терапевтический,1.69897
терапия,2.0
тереза,1.154902
теренс,2.0
тереть,1.69897
теркс,2.0
термальный,1.69897
термин,0.468521
терминал,1.221849
терминальный,2.0
терминамивикипедия,2.0
терминологический,1.69897
терминология,1.0
терминыдуховный,2.0
терминыскрыть,2.0
термостат,2.0
термоядерный,2.0
тернистый,2.0
терновка,2.0
терновский,2.0
тернопольский,1.69897
терон,2.0
терорист,2.0
терпеливый,1.522879
терпение,1.522879
терпеть,1.39794
терпимость,2.0
терпимый,2.0
терраса,1.69897
террасный,2.0
территориально,1.69897
территориальный,0.638272
территория,0.229148
террор,1.30103
терроризм,0.958607
террорист,1.154902
террористический,1.0
террористка,1.69897
терять,0.920819
теряться,2.0
тескатлипока,2.0
тескоко,2.0
теслич,1.69897
теснина,2.0
тесно,1.154902
тесный,0.886057
теснымряд,2.0
тест,1.0
тестирование,1.221849
тестировать,2.0
тесткомплект,2.0
тестовый,1.221849
тетраплоидный,2.0
тетраэдр,2.0
тетян,2.0
техас,1.045757
техасец,2.0
техдиректор,2.0
техмаш,2.0
техник,2.0
техника,0.721246
техникум,2.0
технически,1.522879
технический,0.431798
техногенный,1.69897
технокомпания,2.0
технолог,2.0
технологиирелигия,1.69897
технологиискрыть,2.0
технологический,0.920819
технология,0.468521
технопарк,2.0
технополь,2.0
технопромэкспорт,2.0
техноть,2.0
техобслуживание,2.0
техперсонал,2.0
техподдержка,2.0
техпроблема,2.0
техрана,2.0
техраниа,2.0
техранить,2.0
техранпарс,2.0
техрансар,2.0
техрон,2.0
течение,0.443697
течь,1.522879
тешаня,1.69897
тешить,2.0
тешкилить,2.0
тзвп,2.0
тиберий,2.0
тибет,1.39794
тибетский,1.221849
тибить,2.0
тив,1.69897
тивоизация,2.0
тиглатпаласар,2.0
тигр,1.39794
тигран,2.0
тиждеть,2.0
тижний,2.0
тий,2.0
тил,2.0
тиллихо,1.69897
тиль,2.0
тильда,2.0
тим,1.30103
тимаковый,1.69897
тиман,2.0
тимберлэйк,2.0
тимберс,2.0
тиммерман,1.69897
тимор,1.221849
тимостить,2.0
тимота,2.0
тимоти,1.69897
тимотэ,2.0
тимофеев,1.69897
тимофеевич,1.69897
тимофей,1.69897
тимошенко,1.39794
тимощука,2.0
тимур,1.522879
